TRACT,meanHSize,percent_bachelorPlus,totalRace1,totalRace2,meanvalence
1011.1,2.87,19.4,2319,1244,5.863903051
1011.22,2.7,27.2,2175,304,5.963173765
1012.1,2.53,16.6,2078,2434,5.623311627
1012.2,2.49,19.8,1370,509,5.687385643
1013,2.84,31,3116,365,5.687330574
1014,2.73,27.7,2379,739,5.812804255
1021.03,2.72,38.1,1238,322,5.901084656
1021.04,2.51,43.9,2092,454,5.859435399
1021.05,3.37,16.1,381,1088,5.79375437
1021.07,2.94,28.7,1866,833,5.869520332
1031.01,3.03,25.2,1501,607,6.041862053
1031.02,3,23.3,2460,988,5.813826043
1032,2.76,24.1,2815,1914,5.94791728
1033,2.72,41.8,2340,299,5.776625734
1034,2.74,26.5,3580,1149,5.816455421
1041.03,4.93,12.7,216,2287,5.979344983
1041.05,3.82,16.4,346,3452,5.751513415
1041.08,,13.5,187,2935,5.840157361
1041.24,3.28,30.3,1163,1872,5.776091302
1042.03,4.67,5,23,3089,5.765700261
1042.04,4.13,10.5,357,1907,5.807784269
1043.1,6.01,4.5,46,3644,5.775798461
1043.2,4.55,7,88,3955,5.782129773
1044.01,5.26,5.9,51,2740,5.980282707
1044.03,4.62,11,80,2263,5.722385092
1044.04,4.59,3.5,35,1870,5.722627134
1045,4.95,3.5,25,2356,5.677915858
1046.1,4.75,3.6,41,2506,5.892717554
1046.2,4.75,3.5,35,2584,5.909456349
1047.01,4.38,6.8,8,2507,5.715044325
1047.03,3.89,12,56,1380,5.886849291
1047.04,3.98,14.4,199,2438,6.136376438
1048.1,5.55,5.8,179,4255,5.738275082
1048.21,4.29,10.4,169,2192,5.66213464
1048.22,4.19,8.2,51,1681,5.911226403
1060.1,3.24,22.2,473,1604,5.883899807
1060.2,4.39,16.5,780,3962,5.808010144
1061.11,3.54,24.3,924,2561,5.868411399
1061.12,3.88,23.2,887,3192,5.882206164
1061.13,3.6,22.1,454,1994,5.887201072
1061.14,3.86,15.3,352,3642,5.688010101
1064.03,4.64,5.6,264,2510,5.799261806
1064.05,3.51,10.4,399,2080,5.845463588
1064.06,3.51,23.2,1082,2661,5.889700117
1064.07,3.37,11.7,499,1334,5.930472914
1064.08,3.99,9.5,106,2419,5.807031291
1065.1,3.12,28.5,899,2719,5.855457048
1065.2,4.34,8.3,675,3859,5.730317269
1066.03,3.29,54,1541,400,5.805882884
1066.04,4.02,12.2,415,2868,5.844219054
1066.41,2.97,58.6,1179,188,5.936354326
1066.42,3.02,35.3,1694,681,5.804299019
1066.43,3.55,54.8,2293,428,5.891875787
1066.45,2.9,58.4,2053,263,5.915667179
1066.46,3.61,30.6,1561,982,5.797595604
1066.48,4.02,7.6,95,2752,5.76268759
1066.49,3.75,30.9,256,1218,5.93265073
1070.1,4.21,8.9,114,2372,5.81120496
1070.2,4.57,16.8,215,3886,5.877179411
1081.01,2.99,53,1226,318,5.901752023
1081.02,3.06,58.8,1762,274,5.819565179
1081.03,3.15,67.1,1838,290,5.856912225
1081.04,3.32,62.7,1014,131,5.972399724
1082.01,3.01,61.1,1835,271,5.910561691
1082.02,2.89,52.5,2027,623,5.985172837
1091,3.52,19.1,678,1265,5.874221213
1092,2.95,36.6,992,724,5.718798251
1093,3.79,26.7,851,1254,5.803502254
1094,3.34,17.1,457,2193,5.742775821
1095,4.6,11.5,203,3178,5.849729363
1096.01,4.01,21.3,656,2751,5.738122612
1096.03,3.27,19.8,817,2245,5.785257051
1096.04,3.45,16,529,1758,5.755370547
1097,3.65,29,1265,1672,5.839894279
1098,3.5,22,1213,2263,6.027395849
1111,3.33,28,1129,926,5.782066161
1112.01,3.12,35.7,1557,833,5.807704398
1112.02,2.96,35.9,2187,1240,5.896026475
1112.04,3.18,57.5,3114,733,5.84637223
1112.05,3.03,41,980,734,5.730252408
1112.06,3.13,47.7,2211,705,5.900651917
1113.01,2.83,30.1,2543,2365,5.758949548
1113.02,2.66,45.4,2345,869,5.794357597
1114,2.71,32.9,2444,2287,5.748264632
1131.01,3.33,45.8,2059,595,5.858726465
1131.02,3.11,49,1719,344,5.7717872
1132.11,2.45,48.7,2174,439,5.810290041
1132.12,2.96,46.4,1362,644,5.820263784
1132.13,2.75,35.2,1907,1064,5.692609548
1132.31,2.68,47.2,1197,224,6.004005539
1132.32,3.07,39.4,2185,621,5.937159505
1132.33,3.27,14.8,1377,3626,5.7155529
1132.34,3.13,22.3,997,1548,5.777561876
1132.35,2.49,29,981,252,5.819717688
1132.37,2.86,36.1,1904,861,5.794160314
1133.01,2.82,43.4,1245,441,5.828624375
1133.03,2.96,31.5,1735,1010,5.8680424
1133.21,2.4,39.7,1628,1450,5.810785766
1133.22,2.7,42.5,2129,615,5.738191689
1134.01,3.07,30.8,1772,1925,5.911417309
1134.21,3.48,16.5,1387,2736,5.70097015
1134.22,3.12,26.9,1500,2375,5.684454894
1151.01,3.14,49.5,2678,783,5.82250279
1151.03,3.87,47.1,1052,1109,5.802021671
1151.04,2.32,50.1,1231,1096,5.809748297
1152.01,2.38,38,2624,1744,5.906527794
1152.02,2.38,38.6,2013,981,5.871357249
1153.01,2.52,45.4,1957,605,5.900684002
1153.02,4.36,15.6,481,2242,5.762304637
1154.01,3.02,31.3,1882,1870,5.748253071
1154.03,3.46,24,699,1395,5.894074759
1154.04,3.61,22.5,635,1126,5.850511198
1171.01,4.04,32.8,343,2026,5.998172118
1171.02,3.57,21.1,599,1339,5.869394968
1172.01,3.94,20.6,696,2211,5.804415987
1172.02,3.46,32,655,688,5.832721402
1173.01,3.1,39.3,1467,920,5.805783302
1173.02,2.97,41.2,2018,826,5.841017064
1173.03,3.42,24.8,1207,1295,5.857135106
1174.04,3.18,24,1335,1604,5.916467023
1174.05,4.46,7.6,143,2518,5.820523285
1174.07,4.12,2.5,48,2462,5.939776076
1174.08,3.7,8.8,147,1875,5.851884053
1175.1,4.15,4.5,154,2420,5.827603121
1175.2,4.04,11,128,2375,5.663219857
1175.3,4.1,14.2,252,3553,5.867535164
1190.01,4.17,19.3,361,2076,6.051725469
1190.02,4.4,9.7,491,4616,5.871885444
1192.01,4.6,13.1,203,2695,6.010740325
1192.02,4.45,7.8,352,2724,5.574746793
1193.1,3.29,15.2,566,2033,6.006862683
1193.2,4.23,16.7,131,2352,5.755883339
1193.4,4.01,7.1,35,2401,5.599886358
1193.41,3.64,22.9,271,1212,5.552025974
1193.42,4.58,9.4,52,1979,5.817186589
1194,5.02,10.5,314,3848,5.717064995
1197,3.77,30.2,964,1654,5.816822037
1198,4.65,14.1,384,4221,5.854631407
1199,4.36,17.3,473,2700,5.734530467
1201.03,4.06,5,35,1951,5.609668089
1201.04,3.54,16.4,179,1289,5.71116179
1201.05,3.32,13.7,196,1586,5.832621842
1201.06,3.91,10.4,94,2601,5.837030125
1201.07,3.78,5.1,85,2368,5.868200877
1201.08,3.81,9.9,259,3234,5.817959984
1203,3.94,20.7,984,2482,5.848277331
1204,3.43,21,944,3161,5.785207758
1210.1,3.62,22.4,1019,2001,5.780610251
1210.2,3.78,20,916,1641,5.609341029
1211.01,3.4,17.4,613,1456,5.650773619
1211.02,3.49,23.2,831,1115,5.768373475
1212.1,3.95,18.5,285,1820,5.756098948
1212.21,4.53,11.7,195,1538,5.876588791
1212.22,4.25,5.6,231,3053,5.797049412
1216,3.29,28.2,913,822,5.952009566
1218.01,3.02,14.5,525,1650,5.860474485
1218.02,3.94,13,755,1663,5.747297293
1219,3.95,,607,2823,5.786473131
1220,4,21,2195,2325,5.842376342
1221.2,4.3,10.5,439,3209,5.814443008
1221.21,3.87,13,191,1711,5.807924758
1221.22,4.05,4.5,238,1505,5.845871869
1222,4.63,7.7,334,2728,5.749590299
1224.1,3.64,10.5,471,2171,5.786828368
1224.2,3.35,17.5,481,2735,5.939708963
1230.1,4.16,7.3,346,2761,5.907131638
1230.2,4.44,10.2,229,2477,6.009939683
1231.03,2.82,27.1,962,1849,5.772383816
1231.04,2.66,16.5,667,2522,5.759440071
1232.03,3.41,5.8,462,2040,5.886989264
1232.04,3.22,11.5,535,1806,5.81337901
1232.05,3.92,12.7,310,1593,5.727453796
1232.06,3.35,9.8,283,1876,5.82474468
1233.01,3.03,28.7,1125,1447,5.865496976
1233.03,3.46,21,946,1371,5.885139803
1233.04,2.68,31,1844,1529,5.833314159
1234.1,3.31,21.8,1312,1748,5.810338145
1234.2,3.3,19.9,1255,1802,5.883168281
1235.1,3.23,20.6,1740,1663,5.838233659
1235.2,3.08,35,751,938,5.731501129
1236.01,2.74,29.4,2586,1761,5.819056333
1236.02,2.7,32.6,1609,1081,5.939660941
1237,2.59,33.8,2407,380,5.770531497
1238,2.36,32.3,2604,1117,5.774266099
1239.01,2.95,23.9,1411,1761,5.872067197
1239.02,2.48,45.6,1245,582,5.793990137
1240,2.45,62,2937,613,5.99169801
1241.02,2.68,39.8,1207,1254,5.728472654
1241.03,3.64,14.4,202,1238,5.896868451
1241.04,2.66,22.9,680,1210,5.796892388
1241.05,2.99,25.9,725,1209,5.84047332
1242.01,2.8,20.3,827,1545,5.788607857
1242.03,3.19,9.8,481,1564,5.968485353
1242.04,2.83,19.6,738,1158,6.0169064
1243,2.87,14.5,850,1888,5.850269337
1244,2.61,43.1,2389,660,5.831059851
1245,2.66,41.7,1635,662,5.983355086
1246,2.41,50.6,1911,367,5.908750295
1247,2.27,51.6,2967,701,5.949210842
1249.02,1.92,38.2,1391,716,5.856314182
1249.03,1.87,38.4,1975,695,6.024688621
1251,2.23,46,3017,1114,5.936765432
1252,2.38,41.3,1485,1122,5.942158948
1253.1,2.4,35.8,1583,1594,5.857651218
1253.2,2.05,41.3,2635,1596,5.840457949
1254.01,1.69,47.5,1536,809,5.87334685
1254.02,2.04,52.7,2088,858,5.867568484
1255.01,2.06,41.2,1576,840,5.882202557
1255.02,2.02,44.7,1845,559,5.929683051
1256,2.05,54.6,1565,223,6.035026237
1271.02,3.42,19,1223,2315,5.769713193
1271.03,3.06,22.1,576,1545,5.922960642
1271.04,3.2,20.4,955,1748,5.756059815
1272.1,3.09,22.1,1114,2417,5.893422683
1272.2,2.76,17.6,638,2536,5.759427634
1273,2.64,27.3,1162,1663,5.81215063
1274,3.33,11.8,844,3268,5.743325147
1275.2,3.14,12.6,107,2236,5.9620635
1276.03,3.45,13.5,298,1750,5.708808183
1276.04,2.44,30.6,660,909,5.841710258
1276.05,3.94,16.4,364,2167,5.82268112
1276.06,3.36,21,633,1855,5.827151046
1277.11,3.35,34.2,1061,1332,6.042800111
1277.12,2.48,21,839,1419,5.791503712
1278.03,2.85,16.7,829,1860,5.870173358
1278.04,2.71,27.7,1144,1463,5.699343691
1278.05,3.4,19.2,687,2029,5.892434573
1278.06,2.64,20.3,716,1660,5.719826021
1279.1,3.54,14.4,987,2385,5.81166479
1279.2,3.33,17.2,1225,1568,6.010534734
1281.01,2.66,27.8,1151,1296,5.582136191
1281.02,3.26,10.3,677,2446,5.933592699
1282.1,3.57,10,354,3276,5.685013777
1282.2,2.62,32.4,968,1039,5.962902266
1283.02,3.6,15.2,696,3031,5.731984442
1283.03,3.16,7.4,226,1975,5.809521986
1284,2.5,42.4,1949,983,5.712260953
1285,2.19,48.1,2305,723,5.851448646
1286.01,2.79,27.7,1487,1606,5.847177364
1286.02,2.32,45.7,1947,373,5.993434664
1287.02,2.09,48.1,3292,693,5.832188572
1288.01,1.82,54.6,1779,506,5.986279413
1288.02,2.19,59.1,2649,760,5.893059742
1289.1,2.28,54.9,2584,235,5.754280969
1310.1,3.22,18.1,1089,2834,5.764929631
1310.2,3.55,18.1,876,2887,5.783286936
1311,3.29,30.5,1273,942,5.840389076
1312,2.74,30.4,987,992,5.703498103
1313,4.1,14.9,1158,2394,5.8437599
1314,3.23,28.5,1569,1986,5.862752741
1316,3.64,24.7,1526,2094,5.799849827
1317.01,2.66,27.4,1103,1280,5.941002638
1317.02,3.26,20.3,826,1424,5.801717463
1318,3.52,20.4,1360,2836,5.761832767
1319,3.39,24.7,1324,1793,5.796355847
1320.01,2.86,26.9,1427,748,5.914716647
1320.02,3.05,25.3,1566,934,5.774998794
1321.01,2.97,29.1,1157,1562,5.6952768
1321.02,2.65,27.7,1729,1771,5.804880875
1323,3.05,22.9,1508,3267,5.823057835
1325.01,3.38,15.3,1277,1734,5.864575821
1325.02,3.18,18.4,1113,1375,5.885878614
1327,3.65,17.7,1432,2592,5.695025273
1329,3.08,31.6,2062,887,5.85824785
1330,3.55,17.4,1236,1904,5.781645724
1331,2.79,31.5,2491,1933,5.794838057
1340.01,4.14,12.1,215,2478,5.724838965
1340.02,3.89,17.3,727,1892,5.46679287
1341.01,3.94,21.6,1112,2220,5.85189814
1341.03,3.33,19.6,1119,1693,5.757423165
1341.04,3.06,25.3,760,1175,5.829830994
1342.01,3.4,20,1209,1608,5.778321949
1343.02,3.11,28.9,1954,774,5.843299199
1343.03,3.31,25.4,2226,2372,5.834480834
1343.04,3.14,27.2,1054,738,5.770020199
1343.05,4.09,7.8,314,2849,5.885465621
1343.06,2.97,25.9,1192,942,5.960638145
1344.21,2.78,47.6,2286,287,5.795783439
1344.22,3.11,42.6,2839,366,5.80157473
1344.23,2.6,54.2,1950,305,5.946462719
1344.24,2.86,66.4,1648,143,5.836082926
1345.2,2.96,14.3,498,3057,5.852244042
1345.21,4.26,3.5,121,1951,5.720241391
1345.22,2.98,19.8,487,1990,5.897879272
1347.1,3.62,15.7,738,3431,5.850737519
1347.2,3.1,24.4,1111,1933,5.782255943
1348,3.42,22.5,1528,2708,5.868511044
1349.01,2.98,37.1,1679,769,5.814150794
1349.03,2.44,39.2,1249,1965,5.799741482
1349.04,3.23,24.1,1162,2090,5.792541742
1349.05,1.99,60.7,2050,411,5.834112087
1351.02,3.16,45.1,2272,468,5.844679324
1351.11,2.83,47.9,1241,491,5.833748552
1351.13,2.22,53.9,1262,212,5.862609819
1351.14,1.93,68.8,2220,428,5.854745952
1352.01,2.96,43.1,1503,293,5.824686303
1352.02,3.02,37.3,2548,492,5.781463615
1352.03,2.89,41.1,4075,973,5.872575171
1371.03,1.95,53.7,2501,576,5.819231424
1371.04,2.72,48.5,1812,247,5.80724164
1372.01,2.54,47.2,2790,597,5.776002212
1373.01,3.07,49,1284,174,5.779025372
1373.02,2.77,55.8,3155,208,5.813459848
1374.01,2.72,52,2459,321,5.81168614
1374.02,2.73,42.1,3329,648,5.867295033
1375.01,2.52,55.1,2202,636,5.81889342
1375.02,2.32,56.2,2512,454,5.807344357
1375.04,2.98,57.7,1690,52,5.848595302
1380,2.64,53,3274,311,5.862419674
1390.01,2.38,54.5,2593,746,5.838864547
1392,2.54,42.2,2752,1164,5.963745651
1393.01,3.07,42.3,2908,653,5.823717622
1393.02,2.37,34.8,1872,1190,5.672760953
1393.03,2.26,32.7,2155,813,5.833324046
1394.01,2.54,34.7,1142,1066,5.842301052
1394.02,3.21,53,1947,73,5.8571573
1395.02,2.48,61.2,1891,305,5.804686746
1395.03,2.19,48,3638,430,5.946024162
1395.04,2.02,41,2470,239,6.070606245
1396,2.22,59.5,3290,307,5.917884615
1397.01,2.53,62.2,3555,207,5.915207737
1397.02,2.74,63.7,4263,209,5.829827027
1397.03,2.67,58.3,1896,121,5.625753749
1398.01,2.64,62.9,2430,214,5.831373854
1398.02,2.92,62.6,2741,177,5.836491398
1411.01,2.02,63.1,2913,547,6.013492773
1411.02,2.22,62.4,1853,205,5.996448726
1412.01,2.12,54.5,2147,759,5.903109028
1412.02,2.1,66.4,1959,191,5.894751574
1413.02,1.96,60.3,3504,645,5.979409195
1413.03,1.85,57.9,2159,172,5.922096452
1413.04,2.23,59.9,1935,237,5.865283337
1414,2.22,56.9,3227,217,5.855330247
1415,2.82,68.6,2074,140,5.875680725
1416,2.56,69.8,2887,216,5.750189457
1417,2.61,61.4,2104,152,5.962696214
1431,1.99,56.7,2951,433,5.904927993
1432,2.02,59.1,2118,621,6.107420384
1433,2.26,50.3,3911,915,5.952326078
1434,2.16,55.2,4197,567,5.940705847
1435,2.12,64.1,2919,373,6.007982929
1436.02,1.99,60.9,3063,280,5.8661214
1436.03,1.77,63.7,1455,212,5.843351845
1436.04,1.65,64,1948,363,5.91736593
1437,2,65.5,2509,151,5.927826776
1438,2.3,64.7,3348,562,5.963523216
1439.01,2.58,65.6,2851,155,5.995181544
1439.02,2.25,69,2032,213,5.899310367
1810,2.76,49.2,2035,1897,5.902745987
1813,2.85,53.3,1229,1095,5.817905247
1814,2.72,38.7,1117,1545,5.959754059
1815,3,37.4,1042,1530,5.981434904
1816,3.06,37.8,1297,1516,5.713576462
1831.01,2.9,33.3,550,2026,5.834533204
1831.03,3.19,17.9,334,2414,5.774019689
1831.04,3.09,34.1,366,1034,6.003439374
1832.2,3.73,17.4,308,2480,5.821620785
1832.21,3.09,31.7,709,1575,5.845296606
1832.22,2.69,37.4,900,1379,5.759317767
1833,3.33,23,449,1689,5.94254149
1834.01,3.14,25.4,311,1340,5.717016516
1834.02,3.23,34.4,563,1119,5.812119907
1835.1,3.3,21.3,373,1492,5.67776191
1835.2,3.39,19,355,2302,5.641070193
1836.1,3.5,13.7,309,2246,5.848962015
1836.2,3.54,20.9,434,1779,5.903331269
1837.01,2.94,19.6,256,2678,5.743593972
1837.02,2.99,32.9,462,1544,5.720496568
1838.1,3.25,21,365,2658,5.865641057
1838.2,3.86,8.5,125,2546,5.790085526
1851,2.85,41.8,1749,2723,5.885087434
1852.02,2.98,33.8,841,2012,5.858314172
1852.03,3.48,16.8,217,2262,5.836793651
1852.04,2.78,47.3,441,567,5.597520563
1853.1,4.13,6.7,204,2068,5.99696627
1853.2,3.25,7.9,107,2090,6.051222081
1861,2.6,44.9,1200,1148,5.909680576
1862.01,2.85,42.2,441,1000,6.038469964
1862.02,2.91,39.4,354,502,6.114673084
1862.03,2.84,46.7,1033,898,5.560731839
1863.01,3.39,17.2,396,1789,5.793482108
1863.02,2.8,34.1,1057,1834,5.766446699
1864.01,3.65,16.1,155,2262,5.77352977
1864.03,3.5,14.9,152,1782,5.686456784
1864.04,3.43,19.4,207,1605,5.742300014
1871.01,2.56,36,939,707,6.06247287
1871.02,2.92,30.3,609,1642,5.820442407
1872,3.13,18.4,228,1748,5.906945028
1873,2.22,58.8,1569,540,5.899753641
1881,2.23,,856,1883,5.857235108
1882.01,1.84,61.8,2055,437,5.950636256
1882.02,2.09,61.1,1362,220,6.036547207
1883,2.59,44.2,1060,1017,6.054336608
1891.01,1.79,55.6,1673,382,6.017768483
1891.02,1.66,71.8,1874,524,6.013185423
1892.01,1.7,56.6,2266,368,5.947224906
1892.02,2.17,66.3,1780,185,6.260395806
1893,2.22,70.5,1878,154,6.150775222
1894,1.92,69.8,2604,121,5.891115113
1895,1.49,67.9,2893,510,5.933810959
1896,1.72,65.2,2082,645,5.899244434
1897.01,2.02,64,2370,398,5.953363763
1897.02,1.53,71.4,1419,83,5.928190699
1898,1.66,60.1,2316,714,6.000297585
1899.02,1.63,60.3,3500,840,5.926225067
1899.03,1.51,48.8,1373,203,6.058329621
1899.04,1.65,59.4,1803,137,6.000404385
1899.05,1.65,51.7,1672,217,5.965897725
1901,1.75,50.6,3067,730,5.962570369
1902.01,1.61,31.3,1650,623,5.847658309
1902.02,1.42,52.9,1732,551,6.022512098
1903.01,1.77,35.9,2959,1238,5.815913727
1904.01,1.86,49.8,2015,484,5.919585954
1904.02,1.84,39.5,1378,380,6.000453272
1905.1,2.86,32,1504,1752,5.86980348
1905.2,2.41,26.9,1415,1334,6.023317359
1907,1.81,42.4,1529,1325,5.947980587
1908.01,1.6,32.5,868,902,5.972801373
1908.02,1.88,36,904,1188,5.996829537
1909.01,2.87,23.1,560,2534,5.787288859
1909.02,2.61,18.5,1118,1880,6.038523294
1910,1.9,46.8,1344,1415,5.960650397
1911.1,2.04,24.3,1857,906,5.806545296
1911.2,2.65,16.6,1255,1966,5.899952396
1912.01,2.09,23.9,2032,1402,5.870375541
1912.03,2.31,23.9,715,852,6.038889347
1912.04,2.52,27,681,789,6.034363938
1913.01,2.63,36.7,449,1192,5.982614057
1913.02,2.49,31.7,551,839,5.950240236
1914.1,3.05,21.5,440,2576,5.85301727
1914.2,3.24,21.7,520,1731,5.813731798
1915,3.3,25.4,983,2549,5.766686165
1916.1,2.92,27.8,683,2312,5.868805672
1916.2,2.61,16.1,382,1697,5.863501218
1917.1,2.36,21.1,583,1628,5.867982602
1917.2,2.94,14.6,492,2219,5.808535402
1918.1,2.83,23.5,775,1598,5.847002529
1918.2,2.22,40.2,1151,849,5.828373187
1919.01,2.04,42.4,1904,951,5.879336053
1919.02,2.13,65,1773,431,6.038786323
1920.01,1.81,56.3,1552,238,5.939714622
1920.02,1.98,61.1,1808,255,5.858404835
1923,1.83,75.9,1574,340,5.978890974
1924.1,2.32,59.2,1432,926,5.890326716
1924.2,3.08,31.1,441,1423,5.961827379
1925.1,3.2,30.5,187,1569,5.795551954
1925.2,3.19,24.7,316,2801,5.705376554
1926.1,3.23,13.4,407,2686,5.800516108
1926.2,3.06,23.9,277,1715,5.889118374
1927,2.99,25,382,1905,5.807305507
1941.01,1.89,66.9,2168,305,6.004406076
1941.02,2.38,66.4,2728,139,5.727998935
1942,2.08,65.9,2554,199,5.943670032
1943,2.45,60.6,2594,427,5.906200235
1944.01,1.78,55.9,1631,371,5.895689904
1944.02,1.62,69.8,2386,230,5.950075904
1945,1.98,56.6,1383,64,6.054663466
1951,2.31,67.4,2729,557,6.074641765
1952.01,1.97,63.1,1596,458,5.802283357
1952.02,2.4,65.4,2148,282,5.819677834
1953,2.45,57.1,1628,1122,5.862814728
1954,1.99,66.1,2635,705,6.039490587
1955,2.22,47.2,1709,1653,5.834145171
1956,2.63,40.7,736,1532,5.904156764
1957.1,3.4,21.4,632,2671,5.901024312
1957.2,2.52,31.8,431,1206,5.825033653
1958.02,2.99,22.4,270,1308,5.902671617
1958.03,2.51,41.8,866,1092,6.095672561
1958.04,2.37,33.3,492,1141,6.086914203
1959.01,2.08,51.8,1048,797,6.034372668
1959.02,2.01,57.7,1067,464,6.010618303
1959.03,2.48,38.2,725,632,5.934422709
1972,3.23,18.1,284,1949,5.93498955
1973,2.24,38.4,1329,1534,5.890245612
1974.1,2.56,58.8,2019,1014,5.934018364
1974.2,2.48,36.5,775,1586,5.767584789
1975,2.47,41,971,1728,5.948862372
1976,2.47,36.7,520,784,5.95540886
1977,2.87,31.8,764,1164,5.752975016
1990,3.49,13.4,197,2908,5.91191342
1991.1,3.46,12,182,1709,5.78701675
1991.2,3.84,13.6,96,2491,5.964922609
1992.01,3.39,9.7,72,2027,5.876907843
1992.02,3.61,19,216,1868,5.762854185
1993,2.95,27.1,660,1829,5.901450409
1994,3.6,13,177,2519,5.798341473
1997,3.06,20,329,1762,5.880355541
1998,3.32,6.7,45,2436,5.917665679
1999,3.52,11.4,29,1524,6.058588798
2011.1,3.55,14.4,203,1626,5.677442973
2011.2,3.14,14.3,205,2604,5.716821471
2012,3.68,9.1,58,1835,5.492226869
2013.01,3.15,19.9,223,2168,5.69892142
2013.02,1.97,52.6,740,982,5.840837816
2014.01,3.81,18.7,249,3274,5.750474102
2014.02,3.38,14.7,373,2888,5.756318834
2015.01,3.49,10.5,353,3664,5.846250718
2015.03,3.71,9.1,137,2309,5.683624805
2015.04,3.57,14.3,120,1307,5.597109582
2016.01,3.58,13.6,117,1341,5.803296171
2016.02,3.67,13,198,1814,5.70734599
2017,3.38,23.2,796,3203,5.793011376
2031,3.83,4,38,3345,5.739024278
2032,3.77,7.1,39,3637,5.680704195
2033,2.82,14.7,70,1123,6.008934993
2035,3.27,15.5,153,1946,5.829987381
2036,3.66,8.3,49,3535,5.77915506
2037.1,4.05,9.4,18,2471,5.720773237
2037.2,4.09,3.1,31,3099,5.647357387
2038,4.55,6.5,97,3541,5.731052474
2039,4.42,8.1,58,2227,5.812224106
2041.1,4,2.8,6,2420,5.64197865
2041.2,3.93,7,26,2206,5.5815125
2042,3.86,5.4,93,2284,5.873161023
2043,3.78,7.8,108,3689,5.834981414
2044.1,3.39,5.4,4,1542,5.807329082
2044.2,3.1,4.5,86,1808,5.984094934
2046,,8.7,74,3332,5.800666083
2047,3.92,9.1,187,3596,5.600256594
2048.1,4.17,7,62,3565,5.68852409
2048.2,4.67,6,22,1843,5.809568417
2049.1,3.86,8.5,139,2183,5.792486081
2049.2,4.19,7,58,1950,5.77961223
2051.1,4.67,3.8,41,2510,5.726131922
2051.2,3.57,4.3,26,2367,5.860000053
2060.1,3,14.1,106,1241,5.898280103
2060.2,1.94,6.6,1607,2946,5.899871104
2060.31,1.76,66.5,1281,198,5.932400715
2060.32,3.12,12.6,262,2931,5.706539898
2060.5,2.82,15.4,160,1456,5.775950033
2062,1.43,30.1,406,670,6.113957508
2063,1.02,8.1,1170,1084,5.980248595
2071.01,2.11,36.6,643,417,5.920255638
2071.02,2.36,12.3,30,175,5.983794334
2071.03,2.74,12,125,142,5.985135735
2073.01,1.36,50.4,2036,863,6.029985923
2073.02,1.4,55.1,1724,630,5.940853706
2074,1.23,12.2,143,607,6.114082394
2075.01,1.54,75.9,811,226,5.926601187
2075.02,1.34,49.2,565,179,6.141268061
2077.1,1.46,61.4,1423,422,6.018772932
2079,1.71,73,1135,758,5.922410015
2080,3.08,27.9,433,3701,5.817041888
2083.01,4.11,6.6,31,1620,5.61039334
2083.02,3.02,15.9,233,2505,5.831334308
2084.01,3.02,15.1,75,2481,5.537042536
2084.02,3.47,22.5,99,1660,5.964046536
2085.01,3.05,28.9,90,945,5.941717077
2085.02,2.89,13.7,271,1803,5.664391683
2086.1,3.07,28.9,96,1345,5.976554157
2086.2,2.74,31.1,272,1703,5.849137604
2087.1,2.27,37.5,309,1055,5.80477844
2087.2,3.07,16.9,196,2694,5.980752394
2088.01,2.67,14.5,210,1593,6.017264453
2088.02,2.26,28.6,315,1400,5.836370825
2089.02,3.92,6.5,15,1910,5.665884096
2089.03,2.98,11.4,245,2563,5.638810875
2089.04,2.97,4.8,77,2193,5.707435006
2091.02,2.59,12.7,143,2917,5.945019881
2091.03,3.5,5.5,23,2641,5.665584599
2091.04,2.66,11.5,196,1424,5.85599233
2092,2.17,47.3,791,966,5.958707321
2093,2.29,16.9,526,2149,5.77549894
2094.01,2.68,11.2,200,2066,5.716938677
2094.02,3.1,6.7,124,2713,5.887406373
2094.03,2.55,14.9,253,1761,5.926059051
2095.1,2.8,17.3,117,1390,5.645952294
2095.2,2.81,9.9,38,1626,5.806190633
2098.1,3.22,11.6,243,1589,5.852890645
2098.2,3.75,8.8,16,1862,5.809942525
2110,2.77,70.2,2107,178,5.981464264
2111.2,2.1,37.8,541,1011,5.784774461
2111.21,2.51,36.8,280,775,6.260367063
2111.22,2.41,39.4,476,1063,5.999743474
2112.01,3.13,18.4,170,1922,5.732057437
2112.02,2.75,26.7,223,1336,5.730749427
2113.1,3.29,17.7,83,2318,5.682965802
2113.2,2.79,24.8,219,1697,5.86880343
2114.1,2.28,26.3,203,759,6.093345831
2114.2,2.52,33.2,372,1228,5.847166229
2115,2.6,47.8,1216,673,5.907677311
2117.01,2.65,64.2,651,89,5.92072897
2117.03,2.44,31.7,429,1813,5.717088829
2117.04,1.82,41.1,441,585,6.049256819
2118.02,1.93,39.5,493,1075,5.935340515
2118.03,2.33,39.2,205,507,5.797866082
2118.04,2.3,40.1,275,351,5.89239937
2119.1,2.88,16.9,296,2531,5.815920713
2119.21,2.2,42.2,110,711,5.878408568
2119.22,2.75,29.4,162,1593,5.706970059
2121.01,2.24,36,250,579,5.933304023
2121.02,1.91,31.7,300,647,5.925170117
2122.02,3.12,11.7,106,2307,5.735918996
2122.03,2.57,9,44,1832,5.661100327
2122.04,2.94,13.4,121,2127,5.721996985
2123.03,2.61,15.2,193,1660,5.936862513
