TRACT,meanHSize,percent_bachelorPlus,totalRace1,totalRace2,meanvalence
4333.06,3.67,16.2,90,1225,5.833255156
4333.07,3.52,19.8,141,1644,5.656922068
4334.01,4.32,9.3,98,1702,5.686433333
4334.02,3.52,16.4,155,1706,5.743286753
4334.03,3.67,5.6,66,3000,5.8517467
4335.01,3.53,1.9,29,1304,5.849556643
4335.03,3.87,4.3,70,1784,5.812081299
4335.04,4.1,6.2,108,2805,5.859843888
4336.01,3.63,13.7,174,1229,5.857255465
4336.02,3.46,16.2,97,633,5.813147278
4337,4.02,7.1,147,2499,5.729502195
4338.01,4.36,7.3,80,4294,5.78045139
4338.02,3.54,11.2,281,2016,5.854513227
4339.01,3.94,11.5,119,2570,5.733456248
4339.02,3.85,1.7,196,2360,5.682969553
4340.01,4.59,6.8,155,3409,5.754704342
4340.03,4,10,159,2851,5.968732613
4340.04,4.47,10.9,37,2099,5.7924604
4601,2.45,65.2,3247,582,5.874914233
4602,2.57,,2042,747,5.856045967
4603.01,2.67,48.6,1207,717,6.056517857
4603.02,3.25,30.8,747,1373,6.08562444
4604.01,3.04,38.7,241,115,6.005564475
4605.01,3.04,76.4,2964,232,5.950609252
4605.02,3.19,73.1,2185,311,5.81096465
4606,3.15,78.6,2507,230,5.879118787
4607,3.25,75.3,2791,263,5.972687624
4608,2.53,80.5,1920,222,5.965948252
4609,3.43,24.4,509,2909,5.821263432
4610,3.81,17.6,424,3117,5.625420486
4611,3.17,36.1,1294,1399,5.88056954
4612,2.66,64.2,2494,526,5.936676802
4613,2.66,49.8,3804,933,5.828422984
4614,2.43,44.5,1554,605,5.972883683
4615.01,3.26,37.6,1072,1610,5.774912167
4615.02,3.73,15.6,1008,3115,5.715839525
4616,3.6,22.3,561,2528,5.924705643
4617,2.2,68.3,715,259,5.983994406
4619.01,3.25,25,685,2716,5.776302538
4619.02,1.48,62,647,296,5.841692629
4620.01,3.47,19.8,268,2044,5.843888803
4620.02,3.66,9.4,400,2401,5.670811831
4621,3.22,35.7,947,2357,5.927740069
4622.01,1.94,36.3,1158,1134,5.737789023
4622.02,2.01,70.6,1376,130,5.87863106
4623.01,2.49,26.6,1257,1728,5.807967688
4623.02,1.95,61.4,710,566,5.908835592
4624,2.67,45.1,1957,1229,5.970470731
4625,2.72,60,3244,648,5.811852827
4626,2.66,58.5,1207,287,5.794122378
4627,2.47,42.2,1291,1941,6.013359645
4628,2.31,46.4,945,513,5.898863811
4629,2.79,50.6,1496,785,5.85166793
4630,2.4,62.3,999,306,5.922669014
4631.01,2.8,41.1,654,751,6.007304332
4631.02,3.15,44.7,922,860,5.921189317
4632,2.36,49.7,1433,718,5.735991553
4633,2.27,72.1,993,256,5.884325469
4634,2.24,61.7,2075,991,5.727792092
4635,2.08,78.3,2512,698,5.903674406
4636.01,1.72,77.3,2296,889,5.897518226
4636.02,1.6,71.2,2366,600,5.874377886
4637,1.89,65.6,1335,459,5.910798992
4638,2.45,77.5,1975,441,5.959408054
4639,1.93,68.8,1761,492,5.868365578
4640,2.41,71.7,2892,704,5.868042292
4641,3.04,69,2419,668,6.059280953
4642,2.77,73.7,1488,212,5.959838539
4801.01,3.49,36.3,651,745,5.751644933
4801.02,3.15,35.4,670,808,5.813582204
4802.01,2.99,53.5,1127,916,5.878310684
4802.02,2.87,57.7,583,559,5.962909419
4803.02,2.64,44.9,876,975,5.792593896
4803.03,2.79,31,184,1247,5.76349879
4803.04,2.26,30.2,328,970,5.830600838
4804,2.38,56.1,1169,1494,5.903773968
4805,2.5,71.2,2078,720,5.938479153
4806,2.32,56,3196,1259,6.051080378
4807.02,2.67,55.9,1316,810,5.819134018
4807.03,2.71,53.3,1285,401,5.853368294
4807.04,2.61,58.1,1465,908,5.856420324
4808.02,3.49,26.1,237,1141,5.757658896
4808.03,3.29,31.2,612,1752,5.815037269
4808.04,2.74,35.3,505,1842,5.879000499
4809.01,3.06,31.5,251,1452,5.807586249
4809.02,2.96,22.3,208,1317,5.824396991
4809.03,3.13,24.2,117,890,5.722543501
4810.01,2.81,34,461,1044,5.856610912
4810.02,2.84,35,89,2109,5.839611784
4811.01,2.64,32.5,336,1384,5.853887955
4811.02,2.8,35.8,401,563,5.887390897
4811.03,3.38,22.9,233,1621,5.923357853
4812.01,3.09,31.6,502,528,5.785713695
4812.02,3.27,30.9,616,1565,5.706546274
4813,3.83,17.8,95,769,6.008212594
4814.01,3.39,28.7,284,794,5.970393782
4814.02,3.45,22.8,519,1139,5.766722691
4815,2.91,37.3,354,780,5.798664058
4816.03,3.03,27.9,195,699,5.873214453
4816.04,3.1,30.6,359,901,5.870107911
4816.05,3.01,23.9,251,662,5.734190228
4816.06,3.21,25.1,256,919,5.673267746
4817.11,3.18,22.6,102,174,5.82653488
4817.12,3.28,25.4,19,781,5.815623337
4817.13,3.33,29,71,280,5.746298987
4817.14,2.92,20.1,60,171,6.118622067
4818,3.16,33.5,313,612,5.920393609
4819.01,2.95,35.8,855,2086,5.830212581
4819.02,2.81,26.2,214,1435,5.73212944
4820.01,2.65,54,256,229,5.63848466
4820.02,3.21,40.3,256,1868,5.771431525
4821.01,3.42,28.8,111,1175,5.828687868
4821.02,3.19,37.1,285,836,5.995788133
4822.01,3.08,31.5,95,857,5.83685002
4822.02,3.23,29.9,91,832,6.179626696
4823.01,3.88,13.8,558,1027,5.824798637
4823.03,4.02,14.7,154,1703,5.687799317
4823.04,3.77,12.3,106,1391,5.710276208
4824.01,4.17,11,31,1324,5.807463604
4824.02,3.23,23.7,339,2178,5.816952531
4825.02,3.8,7.9,35,597,5.69674504
4825.03,3.97,8.8,31,930,5.71949359
4825.21,3.74,20.9,337,1854,5.819607374
4825.22,3.07,32.7,719,1346,5.813452491
4826,2.93,33.9,331,1513,5.721327994
4827.01,3.69,22.4,163,2495,5.837016212
4827.02,3.08,24.2,178,978,5.768719306
4828,3.46,22.9,153,1702,5.928972367
5010.01,4.69,9.3,98,2502,5.881729347
5010.02,3.48,21.8,593,3230,5.771706978
5012,3.5,21.1,806,2937,5.716448063
5013,3.01,26.4,1265,4481,5.858120687
5014,3.45,16.7,381,2635,5.734595042
5015.01,2.73,40.9,908,801,5.990289039
5015.03,2.63,29.9,916,2529,5.80505492
5015.04,2.38,16.9,584,2146,5.835272791
5016,3.05,32.2,2724,3148,5.854085804
5017,3.1,27.9,1177,1722,5.789831049
5018.02,2.83,26.3,687,2213,5.629260881
5018.03,3.23,7.6,327,3061,5.843159527
5018.04,2.82,16.4,277,1183,5.830871547
5019,3.15,17.9,960,2257,5.833974161
5020.03,3.65,12.9,230,1771,5.798339473
5020.04,4.16,10.9,263,2647,5.855289872
5020.05,3.97,14.1,811,2665,5.778534308
5021,3.21,11.5,767,3597,5.784690255
5022,3.56,11.8,635,4542,5.814381891
5023.01,4.66,10,200,4562,5.824375899
5023.02,4.41,8.9,132,2316,5.742889903
5024.01,3.93,8.9,265,3588,5.844683799
5024.02,3.89,11.7,161,2603,5.941990287
5025,3.67,4.6,259,2838,5.816312124
5026.01,4.02,10.3,379,5481,5.734037462
5026.02,3.41,9.6,317,3164,5.808929289
5027,3.53,13.6,446,4285,5.712337784
5028.01,3.93,15,737,4156,5.769353675
5028.02,2.22,16,276,1120,5.779133556
5029.01,3.95,15.6,959,3171,5.754432572
5029.02,4.56,8,311,2979,5.766357383
5030,4.6,9.2,178,3977,5.779011001
5031.03,4.81,13.3,470,3291,5.755748437
5031.04,4.39,8.9,301,1540,5.889548785
5031.05,4.02,14.1,565,2354,5.791352745
5031.06,3.33,9.9,658,1912,5.73472577
5032.01,3.75,21.4,1025,2014,5.675177092
5032.02,3.73,13.1,684,2761,5.933484053
5033.01,2.96,20.2,895,1476,5.811165318
5033.02,3.6,14.8,966,3799,5.790390642
5034.01,3.01,22.4,2230,2981,5.810811209
5034.02,3.15,30.8,1283,1950,5.817483613
5035.01,3.36,24.2,1243,3607,5.783305308
5035.02,3.33,15.6,1086,2012,5.809181626
5036.01,3.39,25.9,1516,1656,5.894257834
5036.02,3.14,42.8,1520,1129,5.808094054
5037.01,3.07,20.8,1714,2134,5.811899316
5037.02,3.18,14.1,1889,2181,5.812851718
5037.03,2.68,44.1,1948,1334,5.878780624
5038.01,3.45,23.7,1276,1303,5.755509425
5038.02,3.19,31.3,1346,1686,5.88194199
5039.01,3.56,21.8,765,1043,6.163718422
5039.02,3.28,24,1323,1583,5.891836348
5040.01,3.25,32,2731,1511,5.871538506
5040.02,3.38,30.4,1926,1503,5.776924469
5041.01,3.74,10.1,823,2808,5.773422313
5301.01,3.01,11.8,436,3767,5.781557853
5301.02,2.91,11.9,853,3303,5.668370057
5302.02,3.57,17.1,199,3361,5.953098332
5302.03,2.93,13.4,215,1733,5.71673209
5302.04,3.41,18,110,2493,5.755485135
5303.01,3.96,8.2,85,1771,5.733651325
5303.02,3.66,12.5,108,5236,5.699569234
5304,3.23,17.8,39,2178,5.812204537
5305,3.5,9.9,22,3273,5.700853055
5306.01,4.29,8.2,35,2688,5.934134357
5306.02,3.65,8.1,15,1085,5.758343353
5307,4.16,7.5,9,1752,5.759958469
5308.01,3.82,11.1,184,4040,5.548774554
5308.02,4.02,7.3,16,2576,5.8434256
5309.01,4.16,4.5,19,2968,5.731595238
5309.02,3.83,2.9,24,3009,5.823011331
5310,4.07,5.2,48,3967,5.800634982
5311.01,3.66,5.6,29,3379,5.791132625
5311.02,3.7,7.4,70,2522,5.834308
5312.02,3.78,3,50,3240,5.779182847
5313.01,4.21,5.5,47,4068,5.781415408
5313.02,4.5,4.5,81,4876,5.733870549
5315.02,4.46,3.1,8,2526,5.761154024
5315.03,4.16,3.6,24,2222,5.781670502
5315.04,4.09,,56,3259,5.859057456
5316.02,4.2,4.2,80,3680,5.781639746
5316.03,3.98,7.6,76,2489,5.768581495
5316.04,4.32,,51,2987,5.667246708
5317.01,4.19,4,66,4176,5.810137178
5317.02,3.75,4.8,58,3725,5.774959791
5318,4.09,4.4,66,3844,5.808280995
5319.01,4.09,3.1,32,5028,5.798209058
5319.02,3.62,7.4,143,2947,5.834992536
5320.01,2.84,8.7,168,2157,5.83606202
5320.02,3.14,9.1,163,2190,5.828804529
5321.01,3.63,8.8,104,4679,5.78113186
5321.02,3.44,17.7,219,2571,5.725652519
5322,3.53,8,174,4410,5.780907716
5323.02,4.09,4.8,34,3569,5.769013739
5323.03,3.35,11.1,129,3185,5.784625879
5323.04,3.7,7.5,220,2978,5.750276895
5324,,18.2,10,25,5.788604044
5325,3.74,7.7,22,3049,5.820755607
5326.03,4.53,6,14,2323,5.827732427
5326.04,4.23,3.8,13,2028,5.635218001
5326.05,3.58,1.6,16,2976,5.818837236
5326.06,3.91,3.2,83,3522,5.608190529
5327,4.55,0,23,2168,5.64114167
5328,4.5,2.4,13,2668,5.760656768
5330.01,4.08,4.8,27,3077,5.674766763
5330.02,4.35,3.9,26,2003,5.843896006
5331.03,4.06,5,65,2411,6.093693004
5331.04,3.6,5.1,82,3203,5.961988408
5331.05,3.81,10,28,1676,5.84470741
5331.06,4.03,6.2,4,1335,5.700692565
5331.07,3.72,12.4,17,2521,5.904602778
5332.01,4.37,6.6,39,2139,5.827641541
5332.02,4.14,5.5,23,2028,5.799786822
5332.03,4.55,4.4,12,1287,6.025591142
5333,4.16,2.6,52,2246,5.746692083
5334.01,4.69,6.6,13,3826,5.959603287
5334.03,4.12,8.7,135,2087,5.730843686
5335.01,4.31,6.3,15,2342,5.63975179
5335.02,4.5,6.9,20,1618,5.610116779
5335.03,4.51,0.9,19,1562,5.824237746
5336.01,4.39,4.8,83,3405,5.655024932
5336.02,3.94,7.9,132,3743,5.697072628
5336.03,3.78,8.8,244,4658,5.648323994
5337.01,4.1,3.7,53,2648,5.644302109
5337.02,4.36,2.1,8,2637,5.848366407
5337.03,4.34,3.7,52,3053,5.723239103
5338.03,3.85,4.5,425,4385,5.905376984
5338.04,3.44,7.8,150,3065,5.830600123
5338.05,4.14,9.7,100,2883,6.09981668
5338.06,4.06,6.4,41,2631,5.803921111
5339.01,4.49,2.5,30,4395,5.639771567
5339.02,4.52,6.4,101,2947,5.8404672
5340.01,4.17,7,66,3569,5.763729297
5340.02,4.47,8.9,200,3189,5.683331269
5341.01,4.35,7.5,77,1188,5.745651778
5341.02,4.55,5.4,163,4478,5.639532704
5342.01,4.57,4,162,2997,5.656149547
5342.02,4.59,4.3,163,4027,5.771042991
5342.03,4.42,3.5,65,2540,5.87281922
5343.01,4.13,8.5,33,3221,5.754489426
5343.02,4.81,4.2,91,2660,5.596062497
5344.03,4.1,4.7,89,2190,5.976776036
5344.04,3.6,4.8,89,2299,5.808531108
5344.05,4.22,2.5,38,2996,5.729917821
5344.06,4.88,3.1,81,3635,5.623212665
5345.01,4.06,5.9,92,3635,5.678924779
5345.02,4.38,6.3,22,3499,5.86321797
5347,4.98,7.9,60,3853,5.715339925
5348.02,4.57,5.2,34,2319,5.832263086
5348.03,3.82,4.5,81,3403,5.781159839
5348.04,4.21,4.9,10,2924,5.717509856
5349,4.27,2.3,13,4793,5.728987275
5350.02,4.57,4.4,54,2441,5.678120589
5351.01,4.39,7.6,57,4538,5.77625411
5351.02,4.57,6,26,2543,5.894964571
5352,4.53,6.1,27,3460,5.702282368
5353,4.28,1.9,9,3967,5.775218967
5354,4.72,2.9,17,2217,5.681332796
5355.01,4.06,2.8,41,2935,5.830601315
5355.02,3.99,6.1,105,3552,5.741334015
5355.03,4.18,5.8,20,1834,5.610874522
5356.03,4,7.2,11,2507,5.792731105
5356.04,4.33,4.4,12,3233,5.919898214
5356.05,4.03,3.7,43,3256,5.839443231
5356.06,3.95,5,37,1307,5.704400481
5356.07,4.4,7.5,16,3389,5.863189757
5357.01,4.28,5.6,71,4883,5.801793721
5357.02,3.39,4.8,229,3390,5.783311241
5358.02,4.05,7.5,253,5118,5.727573123
5358.03,4.17,7,47,3431,5.755902321
5358.04,4.28,6,104,3969,5.790487697
5359.01,4.03,11.9,55,4295,5.756001626
5359.02,5.16,8.1,247,5976,5.737480573
5360,3.94,3.9,62,2846,5.794650844
5361.02,3.15,10.3,424,2032,5.872621894
5361.03,3.71,6.5,69,4260,5.891511778
5361.04,4.22,8.6,115,2773,5.786882897
5362,3.94,18.3,501,4926,5.672677486
5401.01,4.68,9.6,81,4598,5.836723626
5401.02,4.29,7.6,175,4796,5.810821324
5402.01,3.66,6,7,1408,5.860302063
5402.02,4.13,5.6,253,4463,5.828202278
5402.03,4.24,5.1,64,3625,5.757252743
5403,4.53,7.6,72,3671,5.938585095
5404,5.56,1.6,14,1450,5.644421878
5405.01,5.08,2.4,463,4216,5.681907589
5405.02,4.51,4.6,82,3833,5.813286215
5406,4.02,4.3,25,1726,5.644150112
5407,4.23,10.6,42,1246,5.773506229
5408,3.62,14.1,20,1642,5.757272372
5409.01,3.82,10.8,128,2007,5.574499328
5409.02,3.46,11.4,44,1354,5.680899852
5410.01,3.34,14.5,23,329,5.844748097
5410.02,2.83,24.6,410,550,5.857027242
5411,3.32,7.1,42,1148,5.80594497
5412,3.38,12.9,93,1640,5.84562337
5413,4.07,5.3,9,2515,5.576909089
5414,4.56,3.1,22,3870,5.693794709
5415,4.55,2.1,8,3722,5.757499005
5416.03,4.73,1.6,87,1925,5.683929072
5416.04,4.42,3.5,123,3356,5.686322937
5416.05,4.54,5.7,23,3320,5.660210488
5416.06,4.15,4.7,23,1474,5.710808132
5417,4.65,7.6,42,3909,5.803032702
5418.01,4.72,5.5,36,3274,5.762459996
5420,4.63,6.9,127,2959,5.807261333
5421.03,4.65,4.2,15,2660,5.592533668
5421.04,4.94,4.1,32,2251,5.754188607
5421.05,4.71,4.1,52,2843,5.774012025
5421.06,4.73,4.7,31,2102,5.781269878
5422,4.51,4.8,40,3867,5.784521029
5424.01,4.33,6.5,24,2093,5.849993452
5424.02,4.08,12.7,41,1699,5.637700121
5425.01,3.95,9.8,48,1507,5.492609611
5425.02,3.49,7.2,45,1669,5.610519232
5426.01,4.52,6.5,38,1805,5.539566331
5426.02,4.12,7.4,80,3194,5.781572727
5427,4.47,8.4,46,3178,5.758545102
5428,3.49,10.1,42,939,5.785122507
5429,3.93,5,7,1656,5.596906269
5430,3.55,10.5,19,1410,5.714469875
5431,3.7,7.7,41,2536,5.779233439
5432.01,4.22,9.6,70,1478,5.676249773
5432.02,4.48,7,46,2356,5.693928471
5433.04,3.09,32.1,139,787,5.844892498
5433.05,3.14,10.5,695,969,5.737562908
5433.06,3.54,29.3,631,1565,5.752047101
5433.21,3.07,34,514,656,5.829721392
5433.22,3.23,34.5,136,672,5.824311686
5434,4.57,17,231,1819,5.808367241
5435.01,3.2,26,563,1930,5.906246938
5435.02,2.93,25.9,706,1480,5.743078583
5435.03,3.08,34.7,786,1349,5.877095247
5436.01,3.97,27.7,506,1212,5.792157672
5436.02,2.91,39.3,1022,2071,5.765206563
5436.03,2.6,33.7,1197,589,5.774562725
5436.04,4.45,27.6,532,2239,5.772015012
5437.01,4.6,17.5,183,1148,5.697042933
5437.02,3.87,17.9,334,2892,5.728384574
5437.03,3.71,20.8,369,1647,5.895541342
5438.01,3.75,21.6,655,2085,5.76130155
5438.02,3.57,20.7,276,1693,5.809502112
5439.03,3.55,28.2,297,1358,5.763030786
5439.05,4.64,11.5,103,2276,5.800719223
5440.01,4.34,13.2,204,2251,5.684001363
5440.02,3.51,16,386,1504,5.808400843
5501,4.3,16.1,538,4681,5.83955706
5502.01,4.04,14.5,334,1664,5.701094446
5502.02,3.92,13.1,683,2926,5.795976557
5503,3.88,22.2,861,4244,5.811439115
5504,3.9,15.8,334,679,5.878217792
5505,3.8,24.6,1516,4482,5.76822055
5506.01,3.58,19.9,973,3053,6.025896863
5506.02,3.91,23.2,738,2748,5.897168345
5507,3.59,31.6,1188,3878,5.792376548
5508,3.32,24.7,1264,4113,5.817268567
5509.01,3.16,22.2,486,2367,5.855441988
5509.02,3.18,28.1,690,3483,5.72608152
5510,3.13,31.2,1397,3330,5.789170806
5511.01,3.34,10,183,2238,5.743910677
5511.02,3.1,8.3,462,2870,5.838415791
5512.01,3.41,19.3,396,2401,5.828005925
5512.02,3.47,20.5,813,4500,5.908854684
5513,2.86,9.4,714,2973,5.75517459
5514.01,3.5,19.8,776,2708,5.698792644
5514.02,3.53,18.6,637,2274,5.871910617
5515.01,3.48,25.6,672,2515,5.749453735
5515.02,3.49,23.7,909,2181,5.815045704
5517,3.92,11.3,661,3863,5.750751631
5518,3.39,23.4,837,4138,5.919762213
5519,3.63,16.5,556,2936,5.813161754
5520.01,4.02,18.7,458,2115,5.767367816
5520.02,3.92,11.4,280,2129,5.764926922
5521,3.2,9.9,904,3087,5.737614794
5522,3.64,9.8,246,3659,5.735741698
5523.01,3.62,21.9,283,2261,5.759376132
5523.02,2.97,22.4,623,1404,5.750057107
5524,4.57,7.2,135,1714,5.77847565
5526.01,4.63,8.9,166,3926,5.672002327
5526.02,4.1,22.1,453,1722,5.752259953
5527,3.89,14,921,3800,5.728722324
5528,3.81,12.9,692,3234,5.814473234
5529,3.8,16.7,956,3083,5.840091063
5530,3.95,20.4,722,2329,5.861761062
5531,3.74,20.1,1495,2369,5.8848412
5532,3.86,19.7,1246,3776,5.805948487
5533,3.5,11.8,674,1865,5.911111434
5534,3.98,16.8,311,2147,5.768637857
5535.02,3.39,12.9,261,2361,5.688009594
5535.03,3.7,6.9,114,1514,5.721154479
5535.04,4.82,8.7,209,3879,5.830416753
5536.01,3.99,5.8,209,2932,5.723241132
5536.02,3.98,11.9,333,2812,5.937404877
5537.01,4.65,3.5,76,2870,5.664405608
5537.02,4.76,2.9,28,3306,5.716794855
5538.01,4.15,3.1,122,2471,5.669407767
5538.02,3.08,8.7,319,3101,5.835218022
5539.01,4.17,12.1,408,4169,5.778936548
5539.02,3.51,9.5,462,3119,5.841906874
5540.01,3.43,19.2,630,1446,5.760670614
5540.02,3.49,14.3,863,2501,5.845500157
5541.01,4.22,11.5,497,2244,5.719413923
5541.03,3.52,16.6,290,659,5.765225128
5541.04,3.5,13.9,354,1026,5.849923349
5541.05,2.87,14.4,425,1570,5.687880763
5542.01,3.52,22.5,726,1533,5.858988092
5542.03,3.16,16.5,838,1328,5.77330991
5542.04,2.58,12.2,547,1735,5.718100571
5543.01,3.75,10.1,331,1900,5.746485372
5543.02,3.22,12,225,1043,5.734177203
5544.03,3.48,10.9,664,2004,5.740730424
5544.04,3.09,12.5,476,1411,5.775784309
5544.05,2.52,18.5,418,1087,5.76159849
5544.06,2.75,31.8,1448,1184,5.78262963
5545.11,3.52,53.2,494,200,5.851851457
5545.12,3.28,57.8,917,291,5.785710483
5545.13,3.14,62.3,167,127,5.854382866
5545.14,3.5,39.5,636,648,5.732263872
5545.15,3.45,44.4,711,390,5.821032854
5545.16,3.35,46.9,517,435,5.739071956
5545.17,3.01,53.9,419,311,5.878768231
5545.18,3.37,48.3,815,589,5.918726733
5545.19,3.04,48.6,478,263,5.822481456
5545.21,3.15,38.8,1343,904,5.807907514
5545.22,3.46,44.2,912,822,5.910801424
5546,3.36,20.4,669,1754,5.813083023
5547,4.84,8.7,242,3002,5.848400521
5548.01,4.55,13,161,2173,5.698690874
5548.02,3.31,31.3,1270,1339,5.804811559
5549,3.45,27.8,1505,1202,5.846531243
5550.01,3.54,22.4,846,2029,5.784824653
5550.02,3.01,22.1,806,975,5.701259936
5551.02,3.56,20.1,709,2587,5.691302219
5551.03,3.23,27.6,821,1135,5.8893731
5551.04,3.01,27.9,596,1332,5.789114919
5552.02,3.09,36.8,1649,780,5.849539005
5552.11,4.08,5.1,176,3797,5.70633686
5552.12,3.92,7,462,2554,5.592826425
5701,3.75,24.1,569,646,5.810709704
5702.02,3.98,9,543,3017,5.712077728
5702.03,3.32,7.4,131,1814,5.676296594
5702.04,3.61,14.5,406,1466,5.982672453
5703.01,3.6,7.3,519,4099,5.874619806
5703.03,3.8,11.7,203,1680,5.775516275
5703.04,3.42,8.3,237,2123,5.75538209
5704.02,3.68,15,161,1237,5.85084311
5704.03,4.7,5.9,76,3044,5.75027514
5704.04,4,12.8,52,1644,5.860700416
5705.01,3.45,14.8,1021,3037,5.808946928
5705.02,3.79,10.7,988,3044,5.790858914
5706.01,3.98,11.9,389,2455,5.634992624
5706.02,3.87,17.6,546,2535,5.774209873
5706.03,2.94,12,328,1241,5.689484908
5707.01,2.64,37.3,1328,1387,5.807005776
5707.02,2.9,28.2,710,698,5.761579795
5708,3.25,29,2119,1306,5.812121222
5709.01,3.09,32.8,2598,1079,5.748596385
5709.02,3.07,32.1,1640,871,5.828007603
5710,2.97,22.9,3077,1134,5.779587502
5711.01,3.1,26.4,2325,1070,5.901819821
5711.02,3.03,,1840,559,5.749002366
5712,2.6,36.1,3424,1741,5.825535754
5713,2.9,34,1936,878,5.864764533
5714,2.69,23.4,1607,1366,5.722206545
5715.02,2.6,28.4,904,1012,5.867711489
5715.03,3.26,29.6,582,985,5.840715174
5715.04,2.59,26.2,922,1350,5.81508811
5716,2.51,8.7,113,433,5.696910969
5717.01,3.78,16.1,444,2726,5.815174015
5717.03,3.64,10.2,158,1570,5.972790641
5717.04,3.41,8.2,305,1325,5.877329157
5718,2.32,56.9,1667,364,5.869371984
5719,2.48,45.8,1772,1450,5.778079178
5720.01,2.54,45.3,2352,1141,5.787938358
5720.02,2.62,29.5,1628,683,5.672592616
5721,3.77,33.6,167,294,5.87394866
5722.01,3.12,33.7,952,1933,5.733609202
5722.02,3.32,26.3,564,940,5.799830211
5723.01,3.94,13.3,181,1780,5.793912304
5723.02,4.43,13.7,127,1169,5.540232241
5724,4.3,19.3,117,181,5.860296995
5725,2.52,12.8,292,326,5.848744296
5726,4.41,20.9,126,1760,5.879082183
5727,4.2,16.8,186,1389,5.738317407
5728,3.53,4.3,183,112,5.784957325
5729,4.35,9.9,163,2470,5.819325701
5730.02,3.51,6.9,251,1858,5.728333699
5730.03,3.33,20.6,316,636,5.627747646
5730.04,2.89,12.3,421,1862,5.727880556
5731,3.13,19.6,560,3167,5.882803584
5732.01,3.61,9.5,144,2054,5.842631927
5732.02,3.95,8.7,372,2684,5.776707324
5733,4.18,7.2,109,1371,5.789022338
5734.01,2.82,23.3,294,333,5.869735317
5734.02,2.9,27,1430,1820,5.833950227
5734.03,2.7,53.6,1223,542,5.880072952
5736.01,2.62,37.4,3073,970,5.873935676
5737,2.87,42.1,2478,908,5.864488217
5738,2.95,32.6,2389,580,5.846389161
5739.02,2.53,56.7,1035,190,5.779313103
5740,2.92,43,3063,950,5.853947813
5741,2.76,43.3,2925,745,5.929119629
5742.01,2.83,38.5,1463,564,5.773520925
5742.02,2.57,22.1,1081,510,5.809379582
5743,2.73,34.6,3266,681,5.855683858
5744,2.79,44.8,2893,737,5.830155239
5745,2.81,49.9,3849,561,5.866493083
5746.02,2.28,55.6,690,197,6.029568272
5748,2.05,61,1759,243,5.825625993
5749.01,2.68,52.2,2226,456,5.862087947
5749.02,2.59,44.8,2117,867,5.879662807
5750.01,2.23,42.8,1684,648,5.811105598
5750.02,2.36,45,2037,1124,5.787341735
5751.01,3.07,18.2,519,1815,5.770203068
5751.02,3.5,11.5,275,1672,5.675960818
5751.03,2.5,26,1141,1561,5.708006431
5752.01,3.87,11.3,56,1582,5.717979274
5752.02,4.07,9.7,96,2130,5.890823778
5753,3.74,10.5,146,2069,5.715999445
5754.01,3.73,7.3,358,3075,5.752702041
5754.02,4.02,7,169,2221,5.836973938
5758.01,3.44,8.1,192,1246,5.913235646
5758.02,3.42,13.2,320,2724,5.850347819
5758.03,2.33,14,407,1269,5.746471946
5759.01,2.49,30.1,566,1274,5.836766582
5759.02,1.7,32.4,1673,1248,5.920891987
5760.01,1.67,56.7,2126,849,5.997124957
5762,1.87,27.7,1277,2152,5.914354547
5763.01,2.69,23.2,599,1712,5.869925204
5763.02,3.66,11.3,254,1789,5.752438872
5764.01,3.97,2.6,272,2099,5.779259137
5764.02,3.78,6.2,209,2146,5.718415918
5764.03,3.88,5.4,271,2097,5.771264727
5765.01,2.06,27.7,816,1227,5.864171963
5765.02,2.34,22.8,1062,1448,5.848865306
5765.03,2.18,24.4,1111,1341,5.822883727
5766.01,1.58,38.9,2182,1016,5.895085216
5766.02,1.6,55.5,2193,892,5.871581356
5767,1.8,52.7,2269,770,6.139634494
5768.01,2.03,36,1281,1481,5.860272168
5768.02,1.95,48.9,1847,868,5.813007546
5769.01,3.56,9.6,373,3228,5.981709904
5769.03,3.07,15.6,709,1797,5.811137635
5769.04,2.48,21.9,941,969,5.809296545
5770,2.28,40.6,3022,2263,5.828178267
5771,2.05,50.4,3660,1412,5.841712224
5772,1.62,58.2,3157,1063,6.01998039
5773,1.76,61,3897,824,5.956182011
5774,1.89,65.4,1969,447,6.020259569
5775.01,2.05,63.6,2415,256,6.061899058
5775.04,1.96,52.5,955,166,6.223166185
5776.02,2.03,60.3,2365,265,5.926264043
5776.03,2.18,63.3,5106,740,5.930571546
5776.04,1.77,60.1,868,181,5.945446616
5990,2.9,20.3,959,1705,6.09856795
5991,2.65,20.6,320,85,5.854490407
6010.01,1.83,22.5,154,431,5.736425603
6010.02,2.56,11.4,41,1808,5.795961216
6011,2.76,10.3,144,2708,5.836025983
6012.02,3.75,11.1,83,2506,5.75310163
6012.11,2.57,12.9,93,1084,5.841936969
6012.12,3.15,9.4,94,3422,5.970800415
6013.01,2.62,41.9,214,252,5.863642055
6013.02,2.65,26.4,428,1210,5.783510916
6013.03,2.4,17.9,196,1107,5.652179123
6014.01,3.01,17.6,331,2243,5.765351148
6014.02,3.85,10,165,3778,5.725138689
6015.01,3.66,4,125,2443,5.80841073
6015.02,4.58,6.8,123,2790,5.669338819
6016,3.92,11.4,60,2856,5.853511715
6017,4.22,4.5,117,3649,5.714771608
6018.01,4.3,2.2,19,2547,5.441010637
